"linux_version","arch_abi","number","name","linux_entry","design_section","owner","implementation_plan","validation_focus","delivery_class","source"
"v6.12","x86-64 LP64 (common)","78","getdents","sys_getdents","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","79","getcwd","sys_getcwd","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","80","chdir","sys_chdir","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","81","fchdir","sys_fchdir","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","82","rename","sys_rename","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","83","mkdir","sys_mkdir","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","84","rmdir","sys_rmdir","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","85","creat","sys_creat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","86","link","sys_link","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","87","unlink","sys_unlink","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","88","symlink","sys_symlink","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","89","readlink","sys_readlink","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","90","chmod","sys_chmod","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","91","fchmod","sys_fchmod","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","92","chown","sys_chown","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","93","fchown","sys_fchown","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","94","lchown","sys_lchown","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","95","umask","sys_umask","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","96","gettimeofday","sys_gettimeofday","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","97","getrlimit","sys_getrlimit","27","Cgroup / ResourceController","按 Task 和对象预算检查、分配及累计真实客体资源状态","软硬限额、超限、回收、层级统计和退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","98","getrusage","sys_getrusage","27","Cgroup / ResourceController","按 Task 和对象预算检查、分配及累计真实客体资源状态","软硬限额、超限、回收、层级统计和退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","99","sysinfo","sys_sysinfo","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","100","times","sys_times","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","101","ptrace","sys_ptrace","34","Tracer / PerfEvent / GuestMemory","guest stop、寄存器/内存与事件 ring；虚拟 PMU 和真实宿主 PMU 分开","ptrace stop/wait、单步、信号、采样、权限和对象比较","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","102","getuid","sys_getuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","103","syslog","sys_syslog","34","Log / Accounting","生成带客体身份与时钟的内核日志/退出计费事件","队列、权限、读取/清除、持久化和退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","104","getgid","sys_getgid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","105","setuid","sys_setuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","106","setgid","sys_setgid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","107","geteuid","sys_geteuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","108","getegid","sys_getegid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","109","setpgid","sys_setpgid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","110","getppid","sys_getppid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","111","getpgrp","sys_getpgrp","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","112","setsid","sys_setsid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","113","setreuid","sys_setreuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","114","setregid","sys_setregid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","115","getgroups","sys_getgroups","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","116","setgroups","sys_setgroups","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","117","setresuid","sys_setresuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","118","getresuid","sys_getresuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","119","setresgid","sys_setresgid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","120","getresgid","sys_getresgid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","121","getpgid","sys_getpgid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","122","setfsuid","sys_setfsuid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","123","setfsgid","sys_setfsgid","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","124","getsid","sys_getsid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","125","capget","sys_capget","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","126","capset","sys_capset","33","Credentials / Policy","Task 凭据与 capability 对象执行身份变更、权限和继承","real/effective/saved/fs 身份、groups、namespace 和 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","127","rt_sigpending","sys_rt_sigpending","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","128","rt_sigtimedwait","sys_rt_sigtimedwait","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","129","rt_sigqueueinfo","sys_rt_sigqueueinfo","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","130","rt_sigsuspend","sys_rt_sigsuspend","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","131","sigaltstack","sys_sigaltstack","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","132","utime","sys_utime","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","133","mknod","sys_mknod","32","FileExtension / Device / Mount","按对象执行文件命令；extent/文件身份/配额/设备分发不依赖宿主同名 ioctl","子命令布局、权限、文件身份代次、extent 与实际设备行为","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","134","uselib","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","135","personality","sys_personality","28","Engine / GuestArchProfile","按客体 personality 选择已登记的地址布局/执行标志并保存继承状态","flags、地址布局、fork/exec 与 CPU profile","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","136","ustat","sys_ustat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","137","statfs","sys_statfs","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","138","fstatfs","sys_fstatfs","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","139","sysfs","sys_sysfs","35","Environment / DeviceManager / UTS","真实虚拟系统与设备对象；端口权限只作用于虚拟总线","环境管理、设备访问、UTS 继承与 host 权限边界","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","140","getpriority","sys_getpriority","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","141","setpriority","sys_setpriority","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","142","sched_setparam","sys_sched_setparam","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","143","sched_getparam","sys_sched_getparam","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","144","sched_setscheduler","sys_sched_setscheduler","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","145","sched_getscheduler","sys_sched_getscheduler","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","146","sched_get_priority_max","sys_sched_get_priority_max","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","147","sched_get_priority_min","sys_sched_get_priority_min","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","148","sched_rr_get_interval","sys_sched_rr_get_interval","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","149","mlock","sys_mlock","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","150","munlock","sys_munlock","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","151","mlockall","sys_mlockall","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","152","munlockall","sys_munlockall","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","153","vhangup","sys_vhangup","26","TtyObject","控制终端与 session/进程组关联，执行挂断及其队列/信号效果","前后台、挂断、HUP/EOF、PTY 引用","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","154","modify_ldt","sys_modify_ldt","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","155","pivot_root","sys_pivot_root","32","Mount / FsContextBuilder","构建和提交真实客体 mount 拓扑；新 API 的 detached 对象、属性和传播原子发布","root/传播、未提交 fd、mount 属性、失败回滚","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","156","_sysctl","sys_ni_syscall","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
